locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBOACNCO_01249	CDS	1374				hypothetical protein
KBOACNCO_01250	CDS	759	glnQ			Glutamine transport ATP-binding protein GlnQ
KBOACNCO_01251	CDS	612	lexA			Transcription regulator LexA
KBOACNCO_01252	CDS	996				hypothetical protein
KBOACNCO_01253	CDS	117				hypothetical protein
KBOACNCO_01254	CDS	1005	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01255	CDS	672	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
KBOACNCO_01256	CDS	927		2.5.1.115		Homogentisate phytyltransferase
KBOACNCO_01257	CDS	1092				hypothetical protein
KBOACNCO_01258	CDS	570		1.11.1.15		Peroxiredoxin
KBOACNCO_01259	CDS	420	perR		COG0735	Peroxide-responsive repressor PerR
KBOACNCO_01260	CDS	477				hypothetical protein
KBOACNCO_01261	CDS	369	psb28			Photosystem II reaction center Psb28 protein
KBOACNCO_01262	CDS	1749	appA			Oligopeptide-binding protein AppA
KBOACNCO_01263	tRNA	76				tRNA-Asp(gtc)
KBOACNCO_01264	CDS	603				hypothetical protein
KBOACNCO_01265	CDS	771	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
KBOACNCO_01266	CDS	1215	ndbB_1	1.6.5.12		Demethylphylloquinone reductase NdbB
KBOACNCO_01267	CDS	1950				hypothetical protein
KBOACNCO_01268	CDS	840	murI	5.1.1.3	COG0796	Glutamate racemase
KBOACNCO_01269	CDS	1410				hypothetical protein
KBOACNCO_01270	CDS	1338		1.6.99.-	COG1252	NADH dehydrogenase-like protein
KBOACNCO_01271	CDS	429				hypothetical protein
KBOACNCO_01272	CDS	477	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
KBOACNCO_01273	CDS	1467	phrA	4.1.99.3		Deoxyribodipyrimidine photo-lyase
KBOACNCO_01274	CDS	507				hypothetical protein
KBOACNCO_01275	CDS	369				hypothetical protein
KBOACNCO_01276	CDS	612	rpoE		COG1595	ECF RNA polymerase sigma-E factor
KBOACNCO_01277	CDS	1356	clcA_1		COG0038	H(+)/Cl(-) exchange transporter ClcA
KBOACNCO_01278	CDS	927				hypothetical protein
KBOACNCO_01279	CDS	528	cpcU	4.-.-.-		Phycocyanobilin lyase subunit CpcU
KBOACNCO_01280	CDS	249				hypothetical protein
KBOACNCO_01281	CDS	360				hypothetical protein
KBOACNCO_01282	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_01283	CDS	1383	psbC			Photosystem II CP43 reaction center protein
KBOACNCO_01284	CDS	1059	psbD_1	1.10.3.9		Photosystem II D2 protein
KBOACNCO_01285	CDS	1344	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KBOACNCO_01286	CDS	405				hypothetical protein
KBOACNCO_01287	CDS	1176	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
KBOACNCO_01288	CDS	309				hypothetical protein
KBOACNCO_01289	CDS	981	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
KBOACNCO_01290	CDS	1392	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
KBOACNCO_01291	CDS	1077	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
KBOACNCO_01292	CDS	1098				hypothetical protein
KBOACNCO_01293	CDS	1467	nplT	3.2.1.135		Neopullulanase
KBOACNCO_01294	CDS	1725	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
KBOACNCO_01295	CDS	1014	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
KBOACNCO_01296	CDS	594				hypothetical protein
KBOACNCO_01297	CDS	696	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
KBOACNCO_01298	CDS	885	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
KBOACNCO_01299	CDS	489				hypothetical protein
KBOACNCO_01300	CDS	426				hypothetical protein
KBOACNCO_01301	CDS	243				hypothetical protein
KBOACNCO_01302	CDS	2439				hypothetical protein
KBOACNCO_01303	CDS	363				hypothetical protein
KBOACNCO_01304	CDS	384				hypothetical protein
KBOACNCO_01305	CDS	297				hypothetical protein
KBOACNCO_01306	CDS	1119	lptC			Lipopolysaccharide export system protein LptC
KBOACNCO_01307	CDS	2637	mutS		COG0249	DNA mismatch repair protein MutS
KBOACNCO_01308	CDS	3195				hypothetical protein
KBOACNCO_01309	CDS	1050				hypothetical protein
KBOACNCO_01310	CDS	354				hypothetical protein
KBOACNCO_01311	CDS	708				hypothetical protein
KBOACNCO_01312	CDS	1008	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
KBOACNCO_01313	CDS	483				hypothetical protein
KBOACNCO_01314	CDS	657	resA_2			Thiol-disulfide oxidoreductase ResA
KBOACNCO_01315	CDS	378				hypothetical protein
KBOACNCO_01316	CDS	909	dmlR_2			HTH-type transcriptional regulator DmlR
KBOACNCO_01317	CDS	261				hypothetical protein
KBOACNCO_01318	CDS	537				hypothetical protein
KBOACNCO_01319	CDS	426				hypothetical protein
KBOACNCO_01320	CDS	342				hypothetical protein
KBOACNCO_01321	CDS	1257	cntE			Staphylopine export protein
KBOACNCO_01322	CDS	1002	pstS_1		COG0226	Phosphate-binding protein PstS
KBOACNCO_01323	CDS	987	pstC_1		COG0573	Phosphate transport system permease protein PstC
KBOACNCO_01324	CDS	873	pstA_1		COG0581	Phosphate transport system permease protein PstA
KBOACNCO_01325	CDS	816	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
KBOACNCO_01326	CDS	516	ppiA	5.2.1.8		Peptidyl-prolyl cis-trans isomerase A
KBOACNCO_01327	CDS	291	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
KBOACNCO_01328	CDS	1818				hypothetical protein
KBOACNCO_01329	CDS	255				hypothetical protein
KBOACNCO_01330	CDS	729				hypothetical protein
KBOACNCO_01331	CDS	276				hypothetical protein
KBOACNCO_01332	CDS	1419	pds_1	1.3.5.5	COG3349	15-cis-phytoene desaturase
KBOACNCO_01333	CDS	1014	crtB	2.5.1.32		15-cis-phytoene synthase
KBOACNCO_01334	CDS	414				hypothetical protein
KBOACNCO_01335	CDS	303	ureA	3.5.1.5		Urease subunit gamma
KBOACNCO_01336	tRNA	73				tRNA-Glu(ttc)
KBOACNCO_01337	CDS	1194				hypothetical protein
KBOACNCO_01338	CDS	756				hypothetical protein
KBOACNCO_01339	CDS	699	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
KBOACNCO_01340	CDS	534				hypothetical protein
KBOACNCO_01341	CDS	540	ygaP		COG0607	Inner membrane protein YgaP
KBOACNCO_01342	CDS	867				hypothetical protein
KBOACNCO_01343	CDS	1413				hypothetical protein
KBOACNCO_01344	CDS	1032				hypothetical protein
KBOACNCO_01345	CDS	423				hypothetical protein
KBOACNCO_01346	CDS	804	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
KBOACNCO_01347	CDS	1050	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
KBOACNCO_01348	CDS	315				hypothetical protein
KBOACNCO_01349	CDS	744	aqpZ		COG0580	Aquaporin Z
KBOACNCO_01350	CDS	2697	topA	5.6.2.1	COG0550	DNA topoisomerase 1
KBOACNCO_01351	CDS	405	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KBOACNCO_01352	CDS	1398				hypothetical protein
KBOACNCO_01353	CDS	285				hypothetical protein
KBOACNCO_01354	CDS	579				hypothetical protein
KBOACNCO_01355	CDS	606				hypothetical protein
KBOACNCO_01356	CDS	297				hypothetical protein
KBOACNCO_01357	CDS	1203				IS200/IS605 family transposase ISTel2
KBOACNCO_01358	CDS	5226				S-layer protein
KBOACNCO_01359	CDS	735				hypothetical protein
KBOACNCO_01360	CDS	699				hypothetical protein
KBOACNCO_01361	CDS	486	apcA			Allophycocyanin alpha chain
KBOACNCO_01362	CDS	486	apcB			Allophycocyanin beta chain
KBOACNCO_01363	CDS	204	apcC			Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core
KBOACNCO_01364	CDS	903	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
KBOACNCO_01365	CDS	1581	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
KBOACNCO_01366	CDS	723				hypothetical protein
KBOACNCO_01367	CDS	1014				hypothetical protein
KBOACNCO_01368	CDS	465	gpx2	1.11.1.22		Hydroperoxy fatty acid reductase gpx2
KBOACNCO_01369	CDS	1230	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KBOACNCO_01370	CDS	723	phaB	1.1.1.36		Acetoacetyl-CoA reductase
KBOACNCO_01371	CDS	1455	pucC			Protein PucC
KBOACNCO_01372	CDS	3045	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01373	CDS	1278	thi4	2.4.2.59		Thiamine thiazole synthase
KBOACNCO_01374	CDS	411				hypothetical protein
KBOACNCO_01375	CDS	966				hypothetical protein
KBOACNCO_01376	CDS	816	cphB	3.4.15.6		Cyanophycinase
KBOACNCO_01377	CDS	129				hypothetical protein
KBOACNCO_01378	CDS	2622	cphA	6.3.2.29		Cyanophycin synthetase
KBOACNCO_01379	CDS	630				hypothetical protein
KBOACNCO_01380	CDS	1200				hypothetical protein
KBOACNCO_01381	CDS	246				hypothetical protein
KBOACNCO_01382	CDS	1410				hypothetical protein
KBOACNCO_01383	CDS	204				hypothetical protein
KBOACNCO_01384	CDS	807				hypothetical protein
KBOACNCO_01385	CDS	1371	mnmE_1	3.6.-.-	COG0486	tRNA modification GTPase MnmE
KBOACNCO_01386	CDS	2718	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
KBOACNCO_01387	CDS	438				hypothetical protein
KBOACNCO_01388	CDS	1287	fpgS	6.3.2.17		Folylpolyglutamate synthase
KBOACNCO_01389	CDS	1110				hypothetical protein
KBOACNCO_01390	CDS	360				hypothetical protein
KBOACNCO_01391	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_01392	CDS	534				hypothetical protein
KBOACNCO_01393	CDS	2295				hypothetical protein
KBOACNCO_01394	CDS	201				hypothetical protein
KBOACNCO_01395	CDS	807	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
KBOACNCO_01396	CDS	789				hypothetical protein
KBOACNCO_01397	CDS	501	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KBOACNCO_01398	CDS	726	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
KBOACNCO_01399	CDS	606	drgA			Protein DrgA
KBOACNCO_01400	CDS	1800	aspS	6.1.1.12		Aspartate--tRNA ligase
KBOACNCO_01401	CDS	1479				hypothetical protein
KBOACNCO_01402	CDS	1164		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
KBOACNCO_01403	CDS	765	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
KBOACNCO_01404	CDS	1245		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
KBOACNCO_01405	CDS	768				hypothetical protein
KBOACNCO_01406	CDS	228				hypothetical protein
KBOACNCO_01407	CDS	96				hypothetical protein
KBOACNCO_01408	CDS	921	mntB_1			Manganese transport system membrane protein MntB
KBOACNCO_01409	CDS	783	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
KBOACNCO_01410	CDS	993	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
KBOACNCO_01411	CDS	201			COG3039	IS5 family transposase IS5Sa
KBOACNCO_01412	CDS	327	kaiB_1			Circadian clock protein KaiB
KBOACNCO_01413	CDS	1707	kaiC_1	2.7.11.1		Circadian clock protein kinase KaiC
KBOACNCO_01414	CDS	723				hypothetical protein
KBOACNCO_01415	CDS	951	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
KBOACNCO_01416	CDS	1584	nhaS1			Low-affinity Na(+)/H(+) antiporter NhaS1
KBOACNCO_01417	CDS	93				hypothetical protein
KBOACNCO_01418	CDS	681	degU_2		COG2197	Transcriptional regulatory protein DegU
KBOACNCO_01419	CDS	1053	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_01420	CDS	1677	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
KBOACNCO_01421	CDS	2073	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
KBOACNCO_01422	CDS	207				hypothetical protein
KBOACNCO_01423	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
KBOACNCO_01424	CDS	1113	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
KBOACNCO_01425	CDS	5250				hypothetical protein
KBOACNCO_01426	CDS	1953	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
KBOACNCO_01427	CDS	444				hypothetical protein
KBOACNCO_01428	CDS	612	cobO	2.5.1.17		Corrinoid adenosyltransferase
KBOACNCO_01429	CDS	216				hypothetical protein
KBOACNCO_01430	CDS	1185				hypothetical protein
KBOACNCO_01431	CDS	1185	ndhH	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
KBOACNCO_01432	CDS	405				hypothetical protein
KBOACNCO_01433	CDS	306				hypothetical protein
KBOACNCO_01434	CDS	1023				hypothetical protein
KBOACNCO_01435	CDS	786			COG3039	IS5 family transposase IS5Sa
KBOACNCO_01436	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
KBOACNCO_01437	CDS	213				hypothetical protein
KBOACNCO_01438	CDS	756				hypothetical protein
KBOACNCO_01439	CDS	513	isiB			Flavodoxin
KBOACNCO_01440	CDS	1029	isiA			Iron stress-induced chlorophyll-binding protein
KBOACNCO_01441	CDS	840	rbgA		COG1161	Ribosome biogenesis GTPase A
KBOACNCO_01442	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
KBOACNCO_01443	CDS	1017	galE_3	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KBOACNCO_01444	CDS	600				hypothetical protein
KBOACNCO_01445	CDS	321				hypothetical protein
KBOACNCO_01446	CDS	183				hypothetical protein
KBOACNCO_01447	CDS	189				hypothetical protein
KBOACNCO_01448	CDS	519				hypothetical protein
KBOACNCO_01449	CDS	978				hypothetical protein
KBOACNCO_01450	CDS	951				hypothetical protein
KBOACNCO_01451	CDS	1251				hypothetical protein
KBOACNCO_01452	CDS	2790				hypothetical protein
KBOACNCO_01453	CDS	1017				hypothetical protein
KBOACNCO_01454	CDS	657	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KBOACNCO_01455	CDS	1605				hypothetical protein
KBOACNCO_01456	CDS	1032				hypothetical protein
KBOACNCO_01457	CDS	270				hypothetical protein
KBOACNCO_01458	CDS	1677				hypothetical protein
KBOACNCO_01459	CDS	918	glsA2	3.5.1.2	COG2066	Glutaminase 2
KBOACNCO_01460	CDS	243				hypothetical protein
KBOACNCO_01461	CDS	453				hypothetical protein
KBOACNCO_01462	CDS	840	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
KBOACNCO_01463	CDS	1635	ctaD_2	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
KBOACNCO_01464	CDS	597	ctaE_2	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
KBOACNCO_01465	CDS	666				hypothetical protein
KBOACNCO_01466	CDS	909	hslO			33 kDa chaperonin
KBOACNCO_01467	CDS	2190	katG	1.11.1.21		Catalase-peroxidase
KBOACNCO_01468	CDS	1377	ccsB			Cytochrome c biogenesis protein CcsB
KBOACNCO_01469	CDS	1785	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
KBOACNCO_01470	CDS	1944	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
KBOACNCO_01471	tRNA	74				tRNA-Pro(tgg)
KBOACNCO_01472	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_01473	CDS	360				hypothetical protein
KBOACNCO_01474	CDS	666				hypothetical protein
KBOACNCO_01475	CDS	402				hypothetical protein
KBOACNCO_01476	CDS	1653	alsS	2.2.1.6	COG0028	Acetolactate synthase
KBOACNCO_01477	CDS	225				hypothetical protein
KBOACNCO_01478	CDS	543				hypothetical protein
KBOACNCO_01479	CDS	429				hypothetical protein
KBOACNCO_01480	CDS	1038		3.1.3.11		D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase
KBOACNCO_01481	CDS	426				hypothetical protein
KBOACNCO_01482	CDS	375	glbN			Group 1 truncated hemoglobin GlbN
KBOACNCO_01483	CDS	3786	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01484	CDS	1101	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_01485	CDS	1107		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
KBOACNCO_01486	CDS	432				hypothetical protein
KBOACNCO_01487	CDS	1515	ftsY			Signal recognition particle receptor FtsY
KBOACNCO_01488	CDS	885			COG0204	putative protein
KBOACNCO_01489	CDS	2853	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01490	CDS	669	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
KBOACNCO_01491	CDS	1788				hypothetical protein
KBOACNCO_01492	CDS	519	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
KBOACNCO_01493	CDS	915				hypothetical protein
KBOACNCO_01494	CDS	216				hypothetical protein
KBOACNCO_01495	CDS	879	panS		COG0385	Pantothenate precursors transporter PanS
KBOACNCO_01496	CDS	993		1.-.-.-	COG0667	putative oxidoreductase
KBOACNCO_01497	CDS	1251	hhoB			Putative serine protease HhoB
KBOACNCO_01498	CDS	468				hypothetical protein
KBOACNCO_01499	CDS	1812	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KBOACNCO_01500	CDS	597				hypothetical protein
KBOACNCO_01501	CDS	1476	smc_4			Chromosome partition protein Smc
KBOACNCO_01502	CDS	678	ntcA			Global nitrogen regulator
KBOACNCO_01503	CDS	249				hypothetical protein
KBOACNCO_01504	CDS	1869				hypothetical protein
KBOACNCO_01505	CDS	108				hypothetical protein
KBOACNCO_01506	CDS	234				hypothetical protein
KBOACNCO_01507	CDS	1017	moaA_1			GTP 3',8-cyclase
KBOACNCO_01508	CDS	1170	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
KBOACNCO_01509	CDS	1335	ktrB		COG0168	Ktr system potassium uptake protein B
KBOACNCO_01510	CDS	1047	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
KBOACNCO_01511	CDS	993	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
KBOACNCO_01512	CDS	567				hypothetical protein
KBOACNCO_01513	CDS	243				hypothetical protein
KBOACNCO_01514	CDS	1125				hypothetical protein
KBOACNCO_01515	CDS	333				Membrane-associated protein
KBOACNCO_01516	CDS	924	nadK_1	2.7.1.23	COG0061	NAD kinase
KBOACNCO_01517	CDS	723	thf1			Protein Thf1
KBOACNCO_01518	CDS	171				hypothetical protein
KBOACNCO_01519	CDS	1392				hypothetical protein
KBOACNCO_01520	CDS	285				hypothetical protein
KBOACNCO_01521	CDS	600	sodB	1.15.1.1		Superoxide dismutase [Fe]
KBOACNCO_01522	CDS	156				hypothetical protein
KBOACNCO_01523	CDS	1089	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KBOACNCO_01524	CDS	267				hypothetical protein
KBOACNCO_01525	CDS	924	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
KBOACNCO_01526	CDS	738				hypothetical protein
KBOACNCO_01527	CDS	1056				hypothetical protein
KBOACNCO_01528	CDS	1605	hflX			GTPase HflX
KBOACNCO_01529	CDS	876				IS701 family transposase IS4Sa2
KBOACNCO_01530	CDS	660				IS3 family transposase ISMch1
KBOACNCO_01531	CDS	516				IS630 family transposase ISTcSa
KBOACNCO_01532	CDS	438				hypothetical protein
KBOACNCO_01533	CDS	291				hypothetical protein
KBOACNCO_01534	CDS	1479	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KBOACNCO_01535	tRNA	73				tRNA-Phe(gaa)
KBOACNCO_01536	CDS	186				hypothetical protein
KBOACNCO_01537	CDS	264				hypothetical protein
KBOACNCO_01538	CDS	261	yoeB_1	3.1.-.-	COG4115	Toxin YoeB
KBOACNCO_01539	CDS	861				hypothetical protein
KBOACNCO_01540	CDS	1101	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_01541	CDS	519			COG3385	IS4 family transposase IS4Sa
KBOACNCO_01542	CDS	849				IS630 family transposase ISTcSa
KBOACNCO_01543	CDS	468			COG3385	IS4 family transposase IS4Sa
KBOACNCO_01544	CDS	432				hypothetical protein
KBOACNCO_01545	CDS	474				hypothetical protein
KBOACNCO_01546	CDS	360				hypothetical protein
KBOACNCO_01547	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_01548	CDS	1038	per	2.6.1.102	COG0399	GDP-perosamine synthase
KBOACNCO_01549	CDS	1569				hypothetical protein
KBOACNCO_01550	CDS	831	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KBOACNCO_01551	CDS	546				hypothetical protein
KBOACNCO_01552	CDS	246				hypothetical protein
KBOACNCO_01553	CDS	1260				hypothetical protein
KBOACNCO_01554	CDS	837				hypothetical protein
KBOACNCO_01555	CDS	993				hypothetical protein
KBOACNCO_01556	CDS	648	kynB	3.5.1.9	COG1878	Kynurenine formamidase
KBOACNCO_01557	CDS	678	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
KBOACNCO_01558	CDS	957		1.1.1.81	COG0111	Hydroxypyruvate reductase
KBOACNCO_01559	CDS	750	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
KBOACNCO_01560	CDS	795				hypothetical protein
KBOACNCO_01561	CDS	858				hypothetical protein
KBOACNCO_01562	CDS	156				hypothetical protein
KBOACNCO_01563	CDS	576				hypothetical protein
KBOACNCO_01564	CDS	453				hypothetical protein
KBOACNCO_01565	CDS	930				hypothetical protein
KBOACNCO_01566	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
KBOACNCO_01567	CDS	99				hypothetical protein
KBOACNCO_01568	CDS	1086	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
KBOACNCO_01569	CDS	3186	mexB		COG0841	Multidrug resistance protein MexB
KBOACNCO_01570	CDS	174				hypothetical protein
KBOACNCO_01571	CDS	285				hypothetical protein
KBOACNCO_01572	CDS	759				hypothetical protein
KBOACNCO_01573	CDS	474				hypothetical protein
KBOACNCO_01574	CDS	483				hypothetical protein
KBOACNCO_01575	CDS	120				hypothetical protein
KBOACNCO_01576	CDS	1470	tldD_2	3.4.-.-	COG0312	Metalloprotease TldD
KBOACNCO_01577	CDS	900	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
KBOACNCO_01578	CDS	1191	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01579	CDS	198				hypothetical protein
KBOACNCO_01580	CDS	384				hypothetical protein
KBOACNCO_01581	CDS	2283	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
KBOACNCO_01582	CDS	1278	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
KBOACNCO_01583	CDS	219				hypothetical protein
KBOACNCO_01584	CDS	435				hypothetical protein
KBOACNCO_01585	CDS	885			COG1305	putative protein
KBOACNCO_01586	CDS	564				hypothetical protein
KBOACNCO_01587	CDS	1197	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KBOACNCO_01588	CDS	1137	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_01589	CDS	1968	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_01590	CDS	1452	atpD	7.1.2.2		ATP synthase subunit beta
KBOACNCO_01591	CDS	411	atpC			ATP synthase epsilon chain
KBOACNCO_01592	CDS	1518		3.4.24.-	COG0612	putative zinc protease
KBOACNCO_01593	CDS	1215	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KBOACNCO_01594	CDS	1425	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
KBOACNCO_01595	CDS	450				hypothetical protein
KBOACNCO_01596	CDS	255				hypothetical protein
KBOACNCO_01597	CDS	549	hoxY	1.12.1.2		NAD-reducing hydrogenase HoxS subunit delta
KBOACNCO_01598	CDS	717	hoxU	1.12.1.2		NAD-reducing hydrogenase HoxS subunit gamma
KBOACNCO_01599	CDS	639				hypothetical protein
KBOACNCO_01600	CDS	1602	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
KBOACNCO_01601	CDS	522				hypothetical protein
KBOACNCO_01602	CDS	237				hypothetical protein
KBOACNCO_01603	CDS	99				hypothetical protein
KBOACNCO_01604	CDS	1473	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
KBOACNCO_01605	CDS	327				hypothetical protein
